Acc Z,Labels
0.238303882,Sitting
0.184877231,Sitting
0.206400645,Sitting
0.272606091,Sitting
0.224622984,Sitting
0.234676014,Sitting
0.260290228,Sitting
0.234553047,Sitting
0.204830102,Sitting
0.224190598,Sitting
0.208441413,Sitting
0.232031177,Sitting
0.261056521,Sitting
0.222179011,Sitting
0.215465301,Sitting
0.29488009,Sitting
0.20476495,Sitting
0.223983067,Sitting
0.194065664,Sitting
0.264813266,Sitting
0.20809246,Sitting
0.221631423,Sitting
0.218686612,Sitting
0.244875638,Sitting
0.190199118,Sitting
0.240584138,Sitting
0.23367583,Sitting
0.245902352,Sitting
0.178431117,Sitting
0.231173072,Sitting
0.257072718,Sitting
0.298305925,Sitting
0.220294972,Sitting
0.279408094,Sitting
0.289531638,Sitting
0.280581686,Sitting
0.213680646,Sitting
0.252601543,Sitting
0.183343054,Sitting
0.238160621,Sitting
0.278639773,Sitting
0.231992138,Sitting
0.238311053,Sitting
0.244992861,Sitting
0.229274491,Sitting
0.229270016,Sitting
0.219487183,Sitting
0.196420855,Sitting
0.228171189,Sitting
0.242902578,Sitting
0.232873256,Sitting
0.246562305,Sitting
0.236771667,Sitting
0.2655139,Sitting
0.202647095,Sitting
0.285731834,Sitting
0.24909089,Sitting
0.233384476,Sitting
0.278874847,Sitting
0.203759778,Sitting
0.236138008,Sitting
0.223140254,Sitting
0.230372805,Sitting
0.190024638,Sitting
0.195436569,Sitting
0.249604542,Sitting
0.22443643,Sitting
0.214896683,Sitting
0.213986913,Sitting
0.24465974,Sitting
0.222289809,Sitting
0.205078283,Sitting
0.207461682,Sitting
0.251894829,Sitting
0.229769829,Sitting
0.289981812,Sitting
0.198510971,Sitting
0.252185803,Sitting
0.263244244,Sitting
0.256284553,Sitting
0.296245903,Sitting
0.251628688,Sitting
0.187385781,Sitting
0.263772925,Sitting
0.281826034,Sitting
0.264495301,Sitting
0.189378091,Sitting
0.268311276,Sitting
0.2555868,Sitting
0.23793597,Sitting
0.23300168,Sitting
0.211583647,Sitting
0.220603576,Sitting
0.287453961,Sitting
0.228422877,Sitting
0.185831924,Sitting
0.22318619,Sitting
0.207933376,Sitting
0.197885921,Sitting
0.211808359,Sitting
0.225725334,Sitting
0.15630362,Sitting
0.263011045,Sitting
0.196207732,Sitting
0.252763172,Sitting
0.235470506,Sitting
0.188957982,Sitting
0.247800338,Sitting
0.224638965,Sitting
0.220588133,Sitting
0.21594828,Sitting
0.223103405,Sitting
0.233226893,Sitting
0.212740458,Sitting
0.26532389,Sitting
0.25083713,Sitting
0.230230176,Sitting
0.178179043,Sitting
0.251268985,Sitting
0.242485853,Sitting
0.216201101,Sitting
0.259415794,Sitting
0.237143148,Sitting
0.226667339,Sitting
0.208752129,Sitting
0.214965785,Sitting
0.214321834,Sitting
0.225964114,Sitting
0.198697157,Sitting
0.219335548,Sitting
0.242135127,Sitting
0.257643972,Sitting
0.205069303,Sitting
0.237498965,Sitting
0.22571478,Sitting
0.244897576,Sitting
0.257089794,Sitting
0.188611552,Sitting
0.286700181,Sitting
0.244605121,Sitting
0.2559653,Sitting
0.285676632,Sitting
0.189610712,Sitting
0.226171438,Sitting
0.217695858,Sitting
0.215228681,Sitting
0.223340492,Sitting
0.195425637,Sitting
0.185232328,Sitting
0.286744945,Sitting
0.213853887,Sitting
0.215705709,Sitting
0.232432367,Sitting
0.233672513,Sitting
0.241854385,Sitting
0.236808345,Sitting
0.208657996,Sitting
0.203541582,Sitting
0.24501088,Sitting
0.18698137,Sitting
0.221737855,Sitting
0.238451542,Sitting
0.230490766,Sitting
0.253868347,Sitting
0.244116682,Sitting
0.211275822,Sitting
0.260367063,Sitting
0.270433269,Sitting
0.167287574,Sitting
0.179400859,Sitting
0.215716127,Sitting
0.265789778,Sitting
0.25429802,Sitting
0.240545136,Sitting
0.184968519,Sitting
0.274707991,Sitting
0.232526283,Sitting
0.210503271,Sitting
0.258436761,Sitting
0.24142147,Sitting
0.252895026,Sitting
0.342412711,Sitting
0.231036975,Sitting
0.232198023,Sitting
0.226823156,Sitting
0.266623933,Sitting
0.25118746,Sitting
0.278486779,Sitting
0.26576956,Sitting
0.281152865,Sitting
0.218718623,Sitting
0.216580395,Sitting
0.275509351,Sitting
0.196616025,Sitting
0.226077791,Sitting
0.267859751,Sitting
0.22738158,Sitting
0.225582662,Sitting
0.238600263,Sitting
0.277945887,Sitting
0.189945611,Sitting
0.283600813,Sitting
0.244479962,Sitting
0.240684553,Sitting
0.218623593,Sitting
0.216698591,Sitting
0.258229899,Sitting
0.275522094,Sitting
0.263552613,Sitting
0.239943291,Sitting
0.208678014,Sitting
0.306469609,Sitting
0.237175778,Postural Transition
0.28022752,Postural Transition
0.184901521,Postural Transition
0.177030255,Postural Transition
0.233482372,Postural Transition
0.193291045,Postural Transition
0.144122165,Postural Transition
0.22233326,Postural Transition
0.133117497,Postural Transition
0.209338696,Postural Transition
0.141121939,Postural Transition
0.206000572,Postural Transition
0.251751587,Postural Transition
0.188237005,Postural Transition
0.104085695,Postural Transition
0.170346912,Postural Transition
0.158846875,Postural Transition
0.133170207,Postural Transition
0.206859941,Postural Transition
0.140130935,Postural Transition
0.085040299,Postural Transition
0.106242087,Postural Transition
0.15595163,Postural Transition
0.179864883,Postural Transition
0.165975815,Postural Transition
0.100664199,Postural Transition
0.151697975,Postural Transition
0.170287669,Postural Transition
0.098543864,Postural Transition
0.154344573,Postural Transition
0.078725805,Postural Transition
0.115883002,Postural Transition
0.051357639,Postural Transition
0.101209497,Postural Transition
0.088585423,Postural Transition
0.078808199,Postural Transition
0.057568439,Postural Transition
0.102180862,Postural Transition
0.131447398,Postural Transition
0.087672213,Postural Transition
0.088719182,Postural Transition
0.046601832,Postural Transition
0.080917686,Postural Transition
0.073368208,Postural Transition
0.076806389,Postural Transition
0.074758379,Postural Transition
0.04363113,Postural Transition
-0.047415964,Postural Transition
0.045475045,Postural Transition
-0.043467173,Postural Transition
-0.008712485,Postural Transition
0.013809641,Postural Transition
-0.122702855,Postural Transition
-0.036581603,Postural Transition
-0.048456486,Postural Transition
-0.052280773,Postural Transition
-0.075204465,Postural Transition
-0.046192662,Postural Transition
-0.118015034,Postural Transition
-0.1185472,Postural Transition
-0.15714609,Postural Transition
-0.105858966,Postural Transition
-0.101098541,Postural Transition
-0.148977903,Postural Transition
-0.125956025,Postural Transition
-0.184420701,Postural Transition
-0.220387983,Postural Transition
-0.225663101,Postural Transition
-0.233320844,Postural Transition
-0.224754161,Postural Transition
-0.229825101,Postural Transition
-0.330477176,Postural Transition
-0.366331888,Postural Transition
-0.451727722,Postural Transition
-0.43111654,Postural Transition
-0.460667858,Postural Transition
-0.472295038,Postural Transition
-0.459440535,Postural Transition
-0.466762084,Postural Transition
-0.510597257,Postural Transition
-0.412536695,Postural Transition
-0.496008277,Postural Transition
-0.518097104,Postural Transition
-0.487359113,Postural Transition
-0.532809747,Postural Transition
-0.47653342,Postural Transition
-0.442510348,Postural Transition
-0.481996824,Postural Transition
-0.468582646,Postural Transition
-0.42163958,Postural Transition
-0.336936126,Postural Transition
-0.369218929,Postural Transition
-0.342443546,Postural Transition
-0.352158325,Postural Transition
-0.357620238,Postural Transition
-0.30466057,Postural Transition
-0.326505317,Postural Transition
-0.306706306,Postural Transition
-0.328481476,Postural Transition
-0.238346615,Postural Transition
-0.298252317,Postural Transition
-0.300076493,Postural Transition
-0.261919989,Postural Transition
-0.284974246,Postural Transition
-0.291813994,Postural Transition
-0.294621422,Postural Transition
-0.288498098,Postural Transition
-0.372903681,Postural Transition
-0.295582156,Postural Transition
-0.317799677,Postural Transition
-0.297722127,Postural Transition
-0.276401423,Postural Transition
-0.24090223,Postural Transition
-0.280109389,Postural Transition
-0.268121967,Postural Transition
-0.329697456,Postural Transition
-0.180398966,Postural Transition
-0.239027753,Postural Transition
-0.230656076,Postural Transition
-0.211202995,Postural Transition
-0.268865186,Postural Transition
-0.26662678,Postural Transition
-0.207834899,Postural Transition
-0.214284662,Postural Transition
-0.205408677,Postural Transition
-0.264769539,Postural Transition
-0.239586957,Postural Transition
-0.204597805,Postural Transition
-0.198872503,Postural Transition
-0.291281373,Postural Transition
-0.280464843,Postural Transition
-0.274306598,Postural Transition
-0.300926687,Postural Transition
-0.306730179,Postural Transition
-0.273553912,Postural Transition
-0.304115838,Postural Transition
-0.368997144,Postural Transition
-0.339269137,Postural Transition
-0.296812152,Postural Transition
-0.304442287,Postural Transition
-0.320095919,Postural Transition
-0.322093774,Postural Transition
-0.323035146,Postural Transition
-0.272103692,Postural Transition
-0.277789191,Postural Transition
-0.190262723,Postural Transition
-0.212228659,Postural Transition
-0.235995675,Postural Transition
-0.220269851,Postural Transition
-0.134250267,Postural Transition
-0.108761172,Postural Transition
-0.094731106,Postural Transition
-0.084596365,Postural Transition
-0.091897349,Postural Transition
0.018000914,Postural Transition
-0.04628471,Postural Transition
-0.103117866,Postural Transition
-0.076458607,Postural Transition
-0.080407055,Postural Transition
-0.106189929,Postural Transition
-0.184522827,Postural Transition
-0.107698009,Postural Transition
-0.093693296,Postural Transition
-0.061742144,Postural Transition
-0.099275669,Postural Transition
-0.204629883,Postural Transition
-0.115052341,Postural Transition
-0.137587899,Postural Transition
-0.096001161,Postural Transition
-0.129594898,Postural Transition
-0.048329242,Postural Transition
-0.050559577,Postural Transition
0.02722181,Postural Transition
-0.069612065,Postural Transition
-0.063293479,Postural Transition
-0.156391032,Postural Transition
-0.253653714,Postural Transition
-0.211313348,Postural Transition
-0.215026095,Postural Transition
-0.135668379,Postural Transition
-0.195241717,Postural Transition
-0.222102311,Postural Transition
-0.252357523,Postural Transition
-0.272792132,Postural Transition
-0.290480757,Postural Transition
-0.262302067,Postural Transition
-0.245719536,Postural Transition
-0.342918108,Postural Transition
-0.257608355,Postural Transition
-0.241364954,Postural Transition
-0.278272965,Postural Transition
-0.236950822,Postural Transition
-0.205755975,Postural Transition
-0.179216624,Postural Transition
-0.14857987,Postural Transition
-0.188330831,Postural Transition
-0.197638077,Postural Transition
-0.203161762,Postural Transition
-0.214697016,Postural Transition
-0.175069813,Postural Transition
-0.150885606,Walking
-0.205393309,Walking
-0.208647054,Walking
-0.242104675,Walking
-0.228256008,Walking
-0.180733303,Walking
-0.190629723,Walking
-0.228260783,Walking
-0.326589556,Walking
-0.243776002,Walking
-0.216874915,Walking
-0.238207717,Walking
-0.201095182,Walking
-0.128527855,Walking
-0.224989075,Walking
-0.229310795,Walking
-0.168678633,Walking
-0.141612622,Walking
-0.112733839,Walking
-0.130458156,Walking
-0.19141005,Walking
-0.129880458,Walking
-0.17331985,Walking
-0.158289822,Walking
-0.220908258,Walking
-0.139282843,Walking
-0.228825825,Walking
-0.218942772,Walking
-0.263968195,Walking
-0.237549776,Walking
-0.253806822,Walking
-0.202484131,Walking
-0.205338619,Walking
-0.153170227,Walking
-0.164950666,Walking
-0.210584206,Walking
-0.160194357,Walking
-0.163669956,Walking
-0.218254714,Walking
-0.236887266,Walking
-0.215273129,Walking
-0.210194032,Walking
-0.256297364,Walking
-0.228527798,Walking
-0.262920269,Walking
-0.175762905,Walking
-0.230367981,Walking
-0.216788421,Walking
-0.1418437,Walking
-0.195558583,Walking
-0.129109964,Walking
-0.192689093,Walking
-0.145327054,Walking
-0.20233455,Walking
-0.207684024,Walking
-0.223001477,Walking
-0.153533043,Walking
-0.213272945,Walking
-0.181829587,Walking
-0.274327313,Walking
-0.163884749,Walking
-0.249475344,Walking
-0.191551264,Walking
-0.233427117,Walking
-0.208080698,Walking
-0.270758894,Walking
-0.283632834,Walking
-0.228397234,Walking
-0.213637103,Walking
-0.189040904,Walking
-0.191909499,Walking
-0.178005638,Walking
-0.181679047,Walking
-0.148758702,Walking
-0.220652419,Walking
-0.16994503,Walking
-0.161099593,Walking
-0.254868966,Walking
-0.22437225,Walking
-0.227014983,Walking
-0.216017945,Walking
-0.29283152,Walking
-0.265149762,Walking
-0.229663327,Walking
-0.20641164,Walking
-0.258421316,Walking
-0.209117455,Walking
-0.205293936,Walking
-0.189233694,Walking
-0.218130457,Walking
-0.238903102,Walking
-0.226229441,Walking
-0.20233972,Walking
-0.252427988,Walking
-0.188395204,Walking
-0.288048817,Walking
-0.216468885,Walking
-0.263063958,Walking
-0.228322339,Walking
-0.182168196,Walking
-0.297301077,Still
-0.339401014,Still
-0.317457644,Still
-0.276436028,Still
-0.340648177,Still
-0.27292658,Still
-0.301471837,Still
-0.287110868,Still
-0.254864702,Still
-0.24942704,Still
-0.335781967,Still
-0.36417775,Still
-0.348517234,Still
-0.324140371,Still
-0.286037932,Still
-0.324063291,Still
-0.295887093,Still
-0.348362267,Still
-0.370661422,Still
-0.390549009,Still
-0.277351644,Still
-0.290521755,Still
-0.291201965,Still
-0.343059677,Still
-0.323890415,Still
-0.340685323,Still
-0.36471091,Still
-0.342168648,Still
-0.359682863,Still
-0.379007093,Still
-0.318962308,Still
-0.389875581,Still
-0.352188142,Still
-0.33690229,Still
-0.389457465,Still
-0.309604805,Still
-0.320240802,Still
-0.38993005,Still
-0.374598908,Still
-0.36724004,Still
-0.328648585,Still
-0.315592621,Still
-0.327174078,Still
-0.384972269,Still
-0.325722661,Still
-0.295212427,Still
-0.405603321,Still
-0.30472729,Still
-0.303107182,Still
-0.289351963,Still
-0.332147321,Still
-0.366886177,Still
-0.263653214,Still
-0.308579735,Still
-0.278957169,Still
-0.352459737,Still
-0.386538166,Still
-0.305243208,Still
-0.303483951,Still
-0.322789155,Still
-0.303268682,Still
-0.364120345,Still
-0.320956049,Still
-0.32453653,Still
-0.313084483,Still
-0.289131969,Still
-0.276753074,Still
-0.33788863,Still
-0.35526405,Still
-0.288336655,Still
-0.292670042,Still
-0.297219403,Still
-0.311759371,Still
-0.310124144,Still
-0.316054077,Still
-0.33795886,Still
-0.318009338,Still
-0.326852949,Still
-0.319299827,Still
-0.288286805,Still
-0.297841339,Still
-0.304760886,Still
-0.301974818,Still
-0.272485998,Still
-0.276017515,Still
-0.31053713,Still
-0.34324451,Still
-0.277053427,Still
-0.28360635,Still
-0.347225886,Still
-0.280895796,Still
-0.265340411,Still
-0.312259954,Still
-0.323808822,Still
-0.304006468,Still
-0.283904738,Still
-0.318269656,Still
-0.312021856,Still
-0.318973713,Still
-0.282242048,Still
-0.294942649,Still
-0.342474892,Still
-0.268890096,Still
-0.289843715,Still
-0.294445787,Still
-0.372605988,Still
-0.317310191,Still
-0.3472251,Still
-0.376534437,Still
-0.327214596,Still
-0.284851854,Still
-0.323583798,Still
-0.289373461,Still
-0.274100656,Still
-0.231821696,Still
-0.261409521,Still
-0.268611317,Still
-0.288477706,Still
-0.343466973,Still
-0.323445514,Still
-0.262311854,Still
-0.29019249,Still
-0.286280937,Still
-0.307879271,Still
-0.29462152,Still
-0.344731849,Still
-0.243329603,Still
-0.266904153,Still
-0.275991966,Still
-0.287708215,Still
-0.24010334,Still
-0.170449024,Still
-0.259915559,Still
-0.239831615,Still
-0.275760589,Still
-0.220566577,Still
-0.272668099,Still
-0.30250389,Still
-0.258213812,Still
-0.273965742,Still
-0.240745198,Still
-0.242792823,Still
-0.250283282,Still
-0.260387358,Still
-0.295627393,Still
-0.275044117,Still
-0.282710683,Still
-0.223539294,Still
-0.281552539,Still
-0.279213918,Still
-0.239395756,Still
-0.224244777,Still
-0.274161975,Still
-0.292963876,Still
-0.255031111,Still
-0.275016513,Still
-0.19507631,Still
-0.240301883,Still
-0.209345481,Still
-0.222058076,Still
-0.236363203,Still
-0.240013455,Still
-0.210055802,Still
-0.239746525,Still
-0.245074906,Still
-0.2022631,Still
-0.210328663,Still
-0.206214524,Still
-0.227274807,Still
-0.258164847,Still
-0.241826526,Still
-0.220543953,Still
-0.159355949,Still
-0.191187623,Still
-0.202534224,Still
-0.211475272,Still
-0.280471609,Still
-0.170635107,Still
-0.202544354,Still
-0.257341214,Still
-0.289863276,Still
-0.232197252,Still
-0.194471082,Still
-0.248334728,Still
-0.212870765,Still
-0.180386588,Postural Transition
-0.23497022,Postural Transition
-0.203365046,Postural Transition
-0.222609019,Postural Transition
-0.273638956,Postural Transition
-0.452447178,Postural Transition
-0.448133108,Postural Transition
-0.556399528,Postural Transition
-0.547754171,Postural Transition
-0.525495816,Postural Transition
-0.429576724,Postural Transition
-0.305835671,Postural Transition
-0.351887922,Postural Transition
-0.300110531,Postural Transition
-0.32745909,Postural Transition
-0.343205225,Postural Transition
-0.322769378,Postural Transition
-0.359740888,Postural Transition
-0.374709683,Postural Transition
-0.424346144,Postural Transition
-0.365435298,Postural Transition
-0.34029684,Postural Transition
-0.357219071,Postural Transition
-0.374958594,Postural Transition
-0.321207109,Postural Transition
-0.403747881,Postural Transition
-0.319600171,Postural Transition
-0.313382319,Postural Transition
-0.388244025,Postural Transition
-0.358594095,Postural Transition
-0.357481549,Postural Transition
-0.354028195,Postural Transition
-0.34927582,Postural Transition
-0.363096852,Postural Transition
-0.39866859,Postural Transition
-0.396667199,Postural Transition
-0.393051818,Postural Transition
-0.388679649,Postural Transition
-0.334686475,Postural Transition
-0.426479274,Postural Transition
-0.407944586,Postural Transition
-0.407911257,Postural Transition
-0.44513896,Postural Transition
-0.415763909,Postural Transition
-0.454705348,Postural Transition
-0.387644167,Postural Transition
-0.442252918,Postural Transition
-0.531059233,Postural Transition
-0.486220919,Postural Transition
-0.527552038,Postural Transition
-0.552695444,Postural Transition
-0.484886792,Postural Transition
-0.537606524,Postural Transition
-0.494724593,Postural Transition
-0.55802243,Postural Transition
-0.458573741,Postural Transition
-0.546185385,Postural Transition
-0.466789866,Postural Transition
-0.492375364,Postural Transition
-0.584455723,Postural Transition
-0.572657303,Postural Transition
-0.584864062,Postural Transition
-0.555561988,Postural Transition
-0.597364315,Postural Transition
-0.569134319,Postural Transition
-0.567445096,Postural Transition
-0.504885095,Postural Transition
-0.590248911,Postural Transition
-0.625246679,Postural Transition
-0.611271793,Postural Transition
-0.650438437,Postural Transition
-0.639068026,Postural Transition
-0.652227206,Postural Transition
-0.629255432,Postural Transition
-0.596864107,Postural Transition
-0.648463422,Postural Transition
-0.627382236,Postural Transition
-0.575022679,Postural Transition
-0.561875182,Postural Transition
-0.539636091,Postural Transition
-0.547801228,Postural Transition
-0.508641012,Postural Transition
-0.525018787,Postural Transition
-0.506376506,Postural Transition
-0.490836705,Postural Transition
-0.509822849,Postural Transition
-0.499533891,Postural Transition
-0.481353765,Postural Transition
-0.463222918,Postural Transition
-0.498969327,Postural Transition
-0.484526957,Postural Transition
-0.513892637,Postural Transition
-0.594684989,Postural Transition
-0.551853865,Postural Transition
-0.59845416,Postural Transition
-0.544742969,Postural Transition
-0.540383045,Postural Transition
-0.515198659,Postural Transition
-0.548369656,Postural Transition
-0.554475377,Postural Transition
-0.538909948,Postural Transition
-0.565003146,Postural Transition
-0.517406287,Postural Transition
-0.513898257,Postural Transition
-0.536845705,Postural Transition
-0.588807267,Postural Transition
-0.533420963,Postural Transition
-0.536043277,Postural Transition
-0.432933686,Postural Transition
-0.44369257,Postural Transition
-0.422152517,Postural Transition
-0.399687194,Postural Transition
-0.372683844,Postural Transition
-0.379694926,Postural Transition
-0.409164378,Postural Transition
-0.3730629,Postural Transition
-0.415905342,Postural Transition
-0.437948977,Postural Transition
-0.430449337,Postural Transition
-0.462500483,Postural Transition
-0.493578967,Postural Transition
-0.49091918,Postural Transition
-0.506373995,Postural Transition
-0.477840594,Postural Transition
-0.429712128,Postural Transition
-0.365221901,Postural Transition
-0.412192455,Postural Transition
-0.29380328,Postural Transition
-0.198749698,Postural Transition
-0.221439628,Postural Transition
-0.232039622,Postural Transition
-0.142929641,Postural Transition
-0.103682582,Postural Transition
-0.056752507,Postural Transition
-0.063055246,Postural Transition
-0.017772053,Postural Transition
-0.064551613,Postural Transition
0.035914187,Postural Transition
-0.043667138,Postural Transition
-0.001013345,Postural Transition
-0.021046142,Postural Transition
0.031322245,Postural Transition
0.027141506,Postural Transition
0.028553311,Postural Transition
-0.023162804,Postural Transition
0.033255772,Postural Transition
0.074923743,Postural Transition
-0.048153702,Postural Transition
0.032865432,Postural Transition
0.008507394,Postural Transition
-0.053102945,Postural Transition
0.001804107,Postural Transition
-0.03835384,Postural Transition
-0.070221016,Postural Transition
-0.006664086,Postural Transition
-0.053223294,Postural Transition
0.071624296,Postural Transition
-0.053087516,Postural Transition
-0.071509684,Postural Transition
-0.009104401,Postural Transition
-0.036785478,Postural Transition
-0.028317228,Postural Transition
0.029019165,Postural Transition
0.035171988,Postural Transition
0.004831444,Postural Transition
0.05194792,Postural Transition
0.049809674,Postural Transition
0.085661248,Postural Transition
0.104185755,Postural Transition
0.10182076,Postural Transition
0.141890404,Postural Transition
0.081150867,Postural Transition
0.156190785,Postural Transition
0.132386226,Postural Transition
0.158710373,Postural Transition
0.138050084,Postural Transition
0.188866566,Postural Transition
0.111822356,Postural Transition
0.142401669,Postural Transition
0.119707356,Postural Transition
0.121749003,Postural Transition
0.084401162,Postural Transition
0.100229834,Postural Transition
0.049500485,Postural Transition
0.023176897,Postural Transition
0.058067567,Postural Transition
0.025698319,Postural Transition
0.003084282,Postural Transition
0.031838938,Postural Transition
-0.000937624,Postural Transition
0.020115405,Postural Transition
0.069198991,Postural Transition
0.049142747,Postural Transition
0.067930791,Postural Transition
0.048124621,Postural Transition
-0.012923118,Postural Transition
0.048844501,Postural Transition
0.062651862,Postural Transition
0.082458081,Postural Transition
0.102634107,Postural Transition
0.049351823,Postural Transition
0.085118124,Postural Transition
0.077642219,Postural Transition
0.092624273,Postural Transition
0.07871152,Postural Transition
0.162968432,Postural Transition
0.101263532,Postural Transition
0.033967712,Postural Transition
0.177090408,Postural Transition
0.106749855,Postural Transition
0.026974273,Postural Transition
0.105031838,Postural Transition
0.14442411,Postural Transition
0.043357501,Postural Transition
0.069965558,Postural Transition
0.114422269,Sitting
0.056409831,Sitting
-0.001346458,Sitting
0.035839955,Sitting
-0.012653279,Sitting
0.020665577,Sitting
0.008972489,Sitting
0.091754641,Sitting
0.018340239,Sitting
0.055734427,Sitting
0.077622084,Sitting
0.057885943,Sitting
0.083243005,Sitting
0.058495989,Sitting
0.079300418,Sitting
0.003401516,Sitting
0.078197081,Sitting
0.110548806,Sitting
0.059223574,Sitting
0.049412802,Sitting
0.064423161,Sitting
0.046866479,Sitting
0.054204289,Sitting
0.121272799,Sitting
0.165986238,Sitting
0.089094565,Sitting
0.1325541,Sitting
0.047139883,Sitting
0.051923488,Sitting
0.033741233,Sitting
0.052517179,Sitting
0.102873526,Sitting
0.065415521,Sitting
0.030949401,Sitting
0.016421003,Sitting
0.035883527,Sitting
0.018361438,Sitting
0.078657137,Sitting
0.018058594,Sitting
0.006030404,Sitting
0.08400958,Sitting
0.053644818,Sitting
0.036954892,Sitting
0.040951907,Sitting
0.021604818,Sitting
0.056804388,Sitting
0.060445662,Sitting
0.050624333,Sitting
0.117149692,Sitting
0.143185483,Sitting
0.04260692,Sitting
0.058899214,Sitting
0.0755522,Sitting
0.070665423,Sitting
0.085460121,Sitting
0.132690623,Sitting
0.110830719,Sitting
0.083800321,Sitting
0.107173301,Sitting
0.051487478,Sitting
0.046850389,Sitting
0.099469796,Sitting
0.135705362,Sitting
0.118641462,Sitting
0.116101676,Sitting
0.033301386,Sitting
0.113756075,Sitting
0.091262069,Sitting
0.078251625,Sitting
0.043863833,Sitting
0.050568522,Sitting
0.100604385,Sitting
0.042587238,Sitting
0.063023386,Sitting
0.061058615,Sitting
0.074946732,Sitting
0.029137766,Sitting
0.022067546,Sitting
0.086844808,Sitting
0.091988625,Sitting
0.059381144,Sitting
0.006320493,Sitting
0.105715337,Sitting
0.096393627,Sitting
0.050192436,Sitting
0.05505386,Sitting
0.020682061,Sitting
0.101638374,Sitting
0.053732801,Sitting
0.046884816,Sitting
0.094361344,Sitting
0.083227097,Sitting
0.040623801,Sitting
0.065836136,Sitting
0.064688508,Sitting
0.095083056,Sitting
0.049956091,Sitting
0.100779695,Sitting
0.041943851,Sitting
0.112109815,Sitting
0.106851423,Sitting
0.046524009,Sitting
0.070615462,Sitting
0.060592512,Sitting
0.147565008,Sitting
0.09980868,Sitting
0.141375601,Sitting
0.10801188,Sitting
0.094344704,Sitting
0.079808663,Sitting
0.053077557,Sitting
0.077844359,Sitting
0.071067518,Sitting
0.107659871,Sitting
0.072823058,Sitting
0.04565925,Sitting
0.071168625,Sitting
0.163502159,Sitting
0.081049307,Sitting
0.037859142,Sitting
0.066249148,Sitting
0.130220597,Sitting
0.065683251,Sitting
0.052474759,Sitting
0.133345089,Sitting
0.115628284,Sitting
0.100384181,Sitting
0.122778547,Sitting
0.107094432,Sitting
0.036677892,Sitting
0.080851853,Sitting
0.109254861,Sitting
0.09014586,Sitting
0.070611359,Sitting
0.117388663,Sitting
0.117770562,Sitting
0.082828711,Sitting
0.093982193,Sitting
0.105776475,Sitting
0.090265313,Sitting
0.158857851,Sitting
0.118295857,Sitting
0.052768251,Sitting
0.124242159,Sitting
0.03206706,Sitting
0.04996497,Sitting
0.063925451,Sitting
0.097263986,Sitting
0.073753108,Sitting
0.083167816,Sitting
0.089462748,Sitting
0.11294131,Sitting
0.117407081,Sitting
0.074334526,Sitting
0.089802054,Sitting
0.094382053,Sitting
0.102189726,Sitting
0.067791462,Sitting
0.178289679,Sitting
0.159074238,Sitting
0.121887488,Sitting
0.187714297,Sitting
0.108974232,Sitting
0.15426096,Sitting
0.140632171,Sitting
0.122321161,Sitting
0.125221375,Sitting
0.095326448,Sitting
0.12409126,Sitting
0.08995206,Sitting
0.146606237,Sitting
0.074411954,Sitting
0.121037696,Sitting
0.161884041,Sitting
0.063584849,Sitting
0.124477943,Sitting
0.101128208,Sitting
0.159103907,Sitting
0.105781279,Sitting
0.116604972,Sitting
0.12190561,Sitting
0.106010633,Sitting
0.096935005,Sitting
0.12202125,Sitting
0.120549001,Sitting
0.057100032,Sitting
0.053443844,Sitting
0.102542844,Sitting
0.178603184,Sitting
0.088995095,Sitting
0.110115081,Sitting
0.086016672,Sitting
0.064562451,Sitting
0.115430612,Sitting
0.119964979,Sitting
0.085846274,Sitting
0.125923311,Sitting
0.063699899,Sitting
0.09673429,Sitting
0.077072084,Sitting
0.084821376,Sitting
0.123464284,Sitting
0.159725649,Sitting
0.122353932,Sitting
0.163865573,Sitting
0.115969848,Sitting
0.086575059,Sitting
0.104469665,Sitting
0.117361503,Sitting
0.143899253,Sitting
0.141600874,Sitting
0.12185979,Sitting
0.091934028,Sitting
0.106785149,Sitting
0.083171873,Sitting
0.064190553,Sitting
0.128984537,Sitting
0.113257332,Sitting
0.154281484,Sitting
0.073432122,Sitting
0.106671983,Sitting
0.110994648,Sitting
0.072771202,Sitting
0.099081567,Sitting
0.03661546,Sitting
0.127881208,Sitting
0.104237318,Sitting
0.056242496,Sitting
0.101932154,Sitting
0.133615146,Sitting
0.081602754,Sitting
0.102633268,Sitting
0.072248933,Sitting
0.115644697,Sitting
0.155214981,Sitting
0.116047512,Sitting
0.147743598,Sitting
0.140658958,Sitting
0.08693532,Sitting
0.052464877,Sitting
0.130834455,Sitting
0.114767918,Sitting
0.05717716,Sitting
0.112561515,Sitting
0.074378942,Sitting
0.0929197,Sitting
0.055894552,Sitting
0.087821361,Sitting
0.111816395,Sitting
0.068431142,Sitting
0.156800092,Sitting
0.132146159,Sitting
0.114877348,Sitting
0.15070074,Sitting
0.135012519,Sitting
0.113990064,Sitting
0.162431068,Sitting
0.09874681,Sitting
0.10028525,Sitting
0.078906318,Sitting
0.04774895,Sitting
0.075479735,Sitting
0.106306073,Sitting
0.106886641,Sitting
0.073345083,Sitting
0.080532512,Sitting
0.120705412,Sitting
0.116520664,Sitting
0.058328195,Sitting
0.033333661,Sitting
0.084604625,Sitting
0.101999467,Sitting
0.108238243,Sitting
